Player Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   Gi3    3   RS vBRE   W(93-74)  0  1  2148   9  19   8  12   1   7   0   0   2   2   3   5   5   7  4  8 12   8  2  0  19   6   6  18  85  67   35   16   1   1   0   0  A
   He2    3   RS vBRE   W(93-74)  0  1   601   3   4   3   3   0   1   2   2   0   0   2   2   1   1  0  0  0   0  3  1   8   6   0   0  20  20    5    0   2   1   1   0  A
   Hc5    3   RS vBRE   W(93-74)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
   Hf1    3   RS vBRE   W(93-74)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
   Kh2    3   RS vBRE   W(93-74)  0  0   252   2   4   1   2   1   2   0   0   0   0   0   0   1   2  0  0  0   0  0  0   5   0   3   1   8   7    4    0   0   0   0   0  A
   Jh6    3   RS vBRE   W(93-74)  0  0   252   0   1   0   0   0   1   0   0   0   0   0   0   0   0  0  0  0   1  0  0   0   0   0   1   8   7    3    2   0   0   0   0  A
   Ee3    3   RS vBRE   W(93-74)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Ka4    3   RS vBRE   W(93-74)  0  0  1066   2   6   2   6   0   0   1   4   0   1   1   5   1   1  1  2  3   0  0  2   5   3   0   7  41  34    9    1   0   0   2   0  A
   Ei5    3   RS vBRE   W(93-74)  0  0  1547   5   6   4   5   1   1   1   5   0   0   2   3   2   2  1  2  3   5  1  2  12   4   0  18  65  47   19   11   0   1   0   2  A
   Ea2    3   RS vBRE   W(93-74)  0  1  1334   3   5   3   5   0   0   6   6   0   0   2   2   1   3  3  2  5   0  3  3  12   8   0  12  52  40    9    1   3   0   2   1  A
   Fj6    3   RS vBRE   W(93-74)  0  0   252   0   0   0   0   0   0   0   0   0   0   0   0   0   0  1  3  4   1  0  0   0   0   0   1   8   7    4    4   0   0   0   0  A
   Jg6    3   RS vBRE   W(93-74)  0  1  2148   5  14   4  11   1   3   4   4   0   0   2   7   2   4  0  8  8   4  2  2  15   8   2  18  85  67   24    8   1   1   2   0  A
   Ic4    3   RS vBRE   W(93-74)  0  1  2400   6  11   6  10   0   1   5   6   0   0   6   9   0   1  3 11 14   1  1  3  17  17   4  19  93  74   16    2   0   1   3   0  A
   Jg6   11   RS vCRO  W(110-95)  0  1  1463   4   9   4   8   0   1   0   0   0   0   1   4   3   4  0  6  6   3  1  0   8   2   2   3  63  60   14    5   1   0   0   0  A
   Hc5   11   RS vCRO  W(110-95)  0  1  2400  11  17  11  17   0   0   4   4   0   2   8  14   3   3  2  5  7   1  0  2  26  20   4  15 110  95   21    2   0   0   2   0  A
   Ee3   11   RS vCRO  W(110-95)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Ei5   11   RS vCRO  W(110-95)  0  0   937   4   6   2   3   2   3   0   0   0   0   1   1   1   2  0  6  6   3  0  0  10   2   2  12  47  35   12    6   0   0   0   0  A
   Ka4   11   RS vCRO  W(110-95)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   Fj6   11   RS vCRO  W(110-95)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
